gcc_hash,hash_timestamp,libc-libname-tool,libc,target,tool,unique_fails,total_fails
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64gc lp64d medlow -gcc,newlib,rv64gc lp64d medlow ,gcc,16,47
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64gc_zba_zbb_zbc_zbs lp64d medlow -g++,newlib,rv64gc_zba_zbb_zbc_zbs lp64d medlow ,g++,4,14
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64gc_zba_zbb_zbc_zbs lp64d medlow -gcc,newlib,rv64gc_zba_zbb_zbc_zbs lp64d medlow ,gcc,16,47
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32gcv ilp32d medlow multilib -g++,newlib,rv32gcv ilp32d medlow multilib ,g++,7,42
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64gcv lp64d medlow multilib -g++,newlib,rv64gcv lp64d medlow multilib ,g++,5,18
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64gcv_zvbb_zvbc_zvkg_zvkn_zvknc_zvkned_zvkng_zvknha_zvknhb_zvks_zvksc_zvksed_zvksg_zvksh_zvkt lp64d medlow multilib -g++,newlib,rv64gcv_zvbb_zvbc_zvkg_zvkn_zvknc_zvkned_zvkng_zvknha_zvknhb_zvks_zvksc_zvksed_zvksg_zvksh_zvkt lp64d medlow multilib ,g++,5,18
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imafdcv_zicond_zawrs_zbc_zvkng_zvksg_zvbb_zvbc_zicsr_zba_zbb_zbs_zicbom_zicbop_zicboz_zfhmin_zkt lp64d medlow multilib -g++,newlib,rv64imafdcv_zicond_zawrs_zbc_zvkng_zvksg_zvbb_zvbc_zicsr_zba_zbb_zbs_zicbom_zicbop_zicboz_zfhmin_zkt lp64d medlow multilib ,g++,5,18
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32gcv ilp32d medlow multilib -gcc,newlib,rv32gcv ilp32d medlow multilib ,gcc,39,86
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64gcv lp64d medlow multilib -gcc,newlib,rv64gcv lp64d medlow multilib ,gcc,31,65
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64gcv_zvbb_zvbc_zvkg_zvkn_zvknc_zvkned_zvkng_zvknha_zvknhb_zvks_zvksc_zvksed_zvksg_zvksh_zvkt lp64d medlow multilib -gcc,newlib,rv64gcv_zvbb_zvbc_zvkg_zvkn_zvknc_zvkned_zvkng_zvknha_zvknhb_zvks_zvksc_zvksed_zvksg_zvksh_zvkt lp64d medlow multilib ,gcc,31,65
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imafdcv_zicond_zawrs_zbc_zvkng_zvksg_zvbb_zvbc_zicsr_zba_zbb_zbs_zicbom_zicbop_zicboz_zfhmin_zkt lp64d medlow multilib -gcc,newlib,rv64imafdcv_zicond_zawrs_zbc_zvkng_zvksg_zvbb_zvbc_zicsr_zba_zbb_zbs_zicbom_zicbop_zicboz_zfhmin_zkt lp64d medlow multilib ,gcc,36,76
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32imac ilp32 medlow multilib -g++,newlib,rv32imac ilp32 medlow multilib ,g++,6,38
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32imc ilp32 medlow multilib -g++,newlib,rv32imc ilp32 medlow multilib ,g++,6,38
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32imc_zicsr_zifencei ilp32 medlow multilib -g++,newlib,rv32imc_zicsr_zifencei ilp32 medlow multilib ,g++,6,38
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imac lp64 medlow multilib -g++,newlib,rv64imac lp64 medlow multilib ,g++,4,14
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imc lp64 medlow multilib -g++,newlib,rv64imc lp64 medlow multilib ,g++,4,14
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imc_zicsr_zifencei lp64 medlow multilib -g++,newlib,rv64imc_zicsr_zifencei lp64 medlow multilib ,g++,4,14
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32imac ilp32 medlow multilib -gcc,newlib,rv32imac ilp32 medlow multilib ,gcc,21,64
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32imc ilp32 medlow multilib -gcc,newlib,rv32imc ilp32 medlow multilib ,gcc,21,64
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32imc_zicsr_zifencei ilp32 medlow multilib -gcc,newlib,rv32imc_zicsr_zifencei ilp32 medlow multilib ,gcc,21,64
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imac lp64 medlow multilib -gcc,newlib,rv64imac lp64 medlow multilib ,gcc,17,48
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imc lp64 medlow multilib -gcc,newlib,rv64imc lp64 medlow multilib ,gcc,17,48
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imc_zicsr_zifencei lp64 medlow multilib -gcc,newlib,rv64imc_zicsr_zifencei lp64 medlow multilib ,gcc,17,48
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32imac_zba_zbb_zbc ilp32 medlow multilib -g++,newlib,rv32imac_zba_zbb_zbc ilp32 medlow multilib ,g++,6,38
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32imc_zba_zbb_zbc ilp32 medlow multilib -g++,newlib,rv32imc_zba_zbb_zbc ilp32 medlow multilib ,g++,6,38
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32imc_zba_zbb_zbc_zbs ilp32 medlow multilib -g++,newlib,rv32imc_zba_zbb_zbc_zbs ilp32 medlow multilib ,g++,6,38
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32imc_zba_zbb_zbc_zbs_zicsr_zifencei ilp32 medlow multilib -g++,newlib,rv32imc_zba_zbb_zbc_zbs_zicsr_zifencei ilp32 medlow multilib ,g++,6,38
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32imc_zba_zbb_zbc_zicsr_zifencei ilp32 medlow multilib -g++,newlib,rv32imc_zba_zbb_zbc_zicsr_zifencei ilp32 medlow multilib ,g++,6,38
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imac_zba_zbb_zbc lp64 medlow multilib -g++,newlib,rv64imac_zba_zbb_zbc lp64 medlow multilib ,g++,4,14
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imc_zba_zbb_zbc lp64 medlow multilib -g++,newlib,rv64imc_zba_zbb_zbc lp64 medlow multilib ,g++,4,14
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imc_zba_zbb_zbc_zbs lp64 medlow multilib -g++,newlib,rv64imc_zba_zbb_zbc_zbs lp64 medlow multilib ,g++,4,14
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imc_zba_zbb_zbc_zbs_zicsr_zifencei lp64 medlow multilib -g++,newlib,rv64imc_zba_zbb_zbc_zbs_zicsr_zifencei lp64 medlow multilib ,g++,4,14
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imc_zba_zbb_zbc_zicsr_zifencei lp64 medlow multilib -g++,newlib,rv64imc_zba_zbb_zbc_zicsr_zifencei lp64 medlow multilib ,g++,4,14
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32imac_zba_zbb_zbc ilp32 medlow multilib -gcc,newlib,rv32imac_zba_zbb_zbc ilp32 medlow multilib ,gcc,21,64
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32imc_zba_zbb_zbc ilp32 medlow multilib -gcc,newlib,rv32imc_zba_zbb_zbc ilp32 medlow multilib ,gcc,21,64
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32imc_zba_zbb_zbc_zbs ilp32 medlow multilib -gcc,newlib,rv32imc_zba_zbb_zbc_zbs ilp32 medlow multilib ,gcc,21,64
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32imc_zba_zbb_zbc_zbs_zicsr_zifencei ilp32 medlow multilib -gcc,newlib,rv32imc_zba_zbb_zbc_zbs_zicsr_zifencei ilp32 medlow multilib ,gcc,21,64
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv32imc_zba_zbb_zbc_zicsr_zifencei ilp32 medlow multilib -gcc,newlib,rv32imc_zba_zbb_zbc_zicsr_zifencei ilp32 medlow multilib ,gcc,21,64
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imac_zba_zbb_zbc lp64 medlow multilib -gcc,newlib,rv64imac_zba_zbb_zbc lp64 medlow multilib ,gcc,17,48
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imc_zba_zbb_zbc lp64 medlow multilib -gcc,newlib,rv64imc_zba_zbb_zbc lp64 medlow multilib ,gcc,17,48
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imc_zba_zbb_zbc_zbs lp64 medlow multilib -gcc,newlib,rv64imc_zba_zbb_zbc_zbs lp64 medlow multilib ,gcc,17,48
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imc_zba_zbb_zbc_zbs_zicsr_zifencei lp64 medlow multilib -gcc,newlib,rv64imc_zba_zbb_zbc_zbs_zicsr_zifencei lp64 medlow multilib ,gcc,17,48
f17d31e709af9b2d488adecd6cd040dfc1f23b04,2024-04-21 17:24:24 +0100,newlib-rv64imc_zba_zbb_zbc_zicsr_zifencei lp64 medlow multilib -gcc,newlib,rv64imc_zba_zbb_zbc_zicsr_zifencei lp64 medlow multilib ,gcc,17,48
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv32gc ilp32d medlow -g++,newlib,rv32gc ilp32d medlow ,g++,6,37
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv32gc ilp32d medlow -gcc,newlib,rv32gc ilp32d medlow ,gcc,61,287
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv32gc_zba_zbb_zbc_zbs ilp32d medlow -g++,newlib,rv32gc_zba_zbb_zbc_zbs ilp32d medlow ,g++,6,37
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv32gc_zba_zbb_zbc_zbs ilp32d medlow -gcc,newlib,rv32gc_zba_zbb_zbc_zbs ilp32d medlow ,gcc,62,294
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv64gc lp64d medlow -g++,newlib,rv64gc lp64d medlow ,g++,3,10
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv64gc lp64d medlow -gcc,newlib,rv64gc lp64d medlow ,gcc,59,278
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv64gc_zba_zbb_zbc_zbs lp64d medlow -g++,newlib,rv64gc_zba_zbb_zbc_zbs lp64d medlow ,g++,3,10
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv64gc_zba_zbb_zbc_zbs lp64d medlow -gcc,newlib,rv64gc_zba_zbb_zbc_zbs lp64d medlow ,gcc,59,278
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv32gcv ilp32d medlow multilib -gcc,newlib,rv32gcv ilp32d medlow multilib ,gcc,88,342
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv64gcv lp64d medlow multilib -gcc,newlib,rv64gcv lp64d medlow multilib ,gcc,86,327
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv64gcv_zvbb_zvbc_zvkg_zvkn_zvknc_zvkned_zvkng_zvknha_zvknhb_zvks_zvksc_zvksed_zvksg_zvksh_zvkt lp64d medlow multilib -gcc,newlib,rv64gcv_zvbb_zvbc_zvkg_zvkn_zvknc_zvkned_zvkng_zvknha_zvknhb_zvks_zvksc_zvksed_zvksg_zvksh_zvkt lp64d medlow multilib ,gcc,86,327
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv64imafdcv_zicond_zawrs_zbc_zvkng_zvksg_zvbb_zvbc_zicsr_zba_zbb_zbs_zicbom_zicbop_zicboz_zfhmin_zkt lp64d medlow multilib -gcc,newlib,rv64imafdcv_zicond_zawrs_zbc_zvkng_zvksg_zvbb_zvbc_zicsr_zba_zbb_zbs_zicbom_zicbop_zicboz_zfhmin_zkt lp64d medlow multilib ,gcc,95,343
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv32gcv ilp32d medlow multilib -g++,newlib,rv32gcv ilp32d medlow multilib ,g++,8,45
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv64gcv lp64d medlow multilib -g++,newlib,rv64gcv lp64d medlow multilib ,g++,5,18
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv64gcv_zvbb_zvbc_zvkg_zvkn_zvknc_zvkned_zvkng_zvknha_zvknhb_zvks_zvksc_zvksed_zvksg_zvksh_zvkt lp64d medlow multilib -g++,newlib,rv64gcv_zvbb_zvbc_zvkg_zvkn_zvknc_zvkned_zvkng_zvknha_zvknhb_zvks_zvksc_zvksed_zvksg_zvksh_zvkt lp64d medlow multilib ,g++,5,18
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv64imafdcv_zicond_zawrs_zbc_zvkng_zvksg_zvbb_zvbc_zicsr_zba_zbb_zbs_zicbom_zicbop_zicboz_zfhmin_zkt lp64d medlow multilib -g++,newlib,rv64imafdcv_zicond_zawrs_zbc_zvkng_zvksg_zvbb_zvbc_zicsr_zba_zbb_zbs_zicbom_zicbop_zicboz_zfhmin_zkt lp64d medlow multilib ,g++,5,18
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv32imac ilp32 medlow multilib -g++,newlib,rv32imac ilp32 medlow multilib ,g++,6,37
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv32imc ilp32 medlow multilib -g++,newlib,rv32imc ilp32 medlow multilib ,g++,6,37
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv32imc_zicsr_zifencei ilp32 medlow multilib -g++,newlib,rv32imc_zicsr_zifencei ilp32 medlow multilib ,g++,6,37
fd599d96d464caed8bf78e4a43120d9a121b7e7a,2024-07-26 14:55:36 +1000,newlib-rv64imac lp64 medlow multilib -g++,newlib,rv64imac lp64 medlow multilib ,g++,3,10
